2414670.0084722    -0.070
2414701.0084722    -0.720
2414729.0084722    -1.050
2414760.0084722    -0.430
2414790.0084722    -0.610
2414821.0084722     0.150
2414851.0084722     0.210
2414882.0084722    -0.600
2414913.0084722     0.490
2414943.0084722     0.200
2414974.0084722     0.620
2415004.0084722    -1.090
2415035.0084722     0.340
2415066.0084722    -2.560
2415094.0084722    -1.340
2415125.0084722     0.530
2415155.0084722     0.030
2415186.0084722    -0.250
2415216.0084722    -0.400
2415247.0084722    -0.200
2415278.0084722     0.720
2415308.0084722     0.160
2415339.0084722     0.120
2415369.0084722     0.760
2415400.0084722     0.260
2415431.0084722    -2.070
2415459.0084722    -0.420
2415490.0084722     0.290
2415520.0084722    -0.490
2415551.0084722     0.410
2415581.0084722    -0.050
2415612.0084722     0.140
2415643.0084722    -0.080
2415673.0084722     0.340
2415704.0084722    -0.920
2415734.0084722    -0.430
2415765.0084722     0.260
2415796.0084722    -2.390
2415824.0084722    -0.170
2415855.0084722    -0.830
2415885.0084722     0.060
2415916.0084722    -1.330
2415946.0084722    -0.590
2415977.0084722    -0.660
2416008.0084722    -0.550
2416038.0084722     0.220
2416069.0084722    -0.220
2416099.0084722     0.380
2416130.0084722     0.220
2416161.0084722     2.220
2416189.0084722     2.230
2416220.0084722    -0.540
2416250.0084722     0.240
2416281.0084722    -1.310
2416311.0084722    -0.500
2416342.0084722    -0.090
2416373.0084722    -0.290
2416403.0084722    -0.580
2416434.0084722     0.650
2416464.0084722    -0.210
2416495.0084722     0.880
2416526.0084722     0.080
2416555.0084722     0.130
2416586.0084722     1.640
2416616.0084722     0.480
2416647.0084722    -0.100
2416677.0084722    -0.220
2416708.0084722    -0.350
2416739.0084722    -0.070
2416769.0084722     0.440
2416800.0084722    -0.260
2416830.0084722    -0.180
2416861.0084722     0.880
2416892.0084722     1.160
2416920.0084722     1.180
2416951.0084722    -0.890
2416981.0084722     0.620
2417012.0084722    -0.050
2417042.0084722     0.060
2417073.0084722    -0.130
2417104.0084722     0.100
2417134.0084722    -0.780
2417165.0084722     0.000
2417195.0084722     0.910
2417226.0084722     1.020
2417257.0084722     0.680
2417285.0084722     0.330
2417316.0084722     0.870
2417346.0084722    -0.960
2417377.0084722    -0.570
2417407.0084722     0.340
2417438.0084722    -0.630
2417469.0084722     0.020
2417499.0084722     0.560
2417530.0084722    -0.960
2417560.0084722     0.390
2417591.0084722     0.630
2417622.0084722     1.080
2417650.0084722     1.760
2417681.0084722    -0.020
2417711.0084722    -1.090
2417742.0084722    -0.180
2417772.0084722    -1.130
2417803.0084722    -0.040
2417834.0084722     0.090
2417864.0084722    -0.240
2417895.0084722     0.520
2417925.0084722    -0.130
2417956.0084722     0.740
2417987.0084722     0.750
2418016.0084722     0.800
2418047.0084722    -0.550
2418077.0084722     0.410
2418108.0084722     0.150
2418138.0084722    -0.210
2418169.0084722    -0.140
2418200.0084722     0.190
2418230.0084722    -0.160
2418261.0084722     0.010
2418291.0084722     0.360
2418322.0084722     0.580
2418353.0084722    -0.320
2418381.0084722    -2.320
2418412.0084722     0.210
2418442.0084722    -1.180
2418473.0084722    -0.480
2418503.0084722     0.580
2418534.0084722     0.470
2418565.0084722    -0.530
2418595.0084722    -0.040
2418626.0084722    -0.650
2418656.0084722    -1.670
2418687.0084722     1.030
2418718.0084722     1.530
2418746.0084722     0.950
2418777.0084722    -0.450
2418807.0084722     0.080
2418838.0084722    -0.380
2418868.0084722    -0.460
2418899.0084722    -0.660
2418930.0084722    -0.060
2418960.0084722    -0.090
2418991.0084722    -2.410
2419021.0084722    -0.390
2419052.0084722     0.840
2419083.0084722     0.920
2419111.0084722     0.410
2419142.0084722     0.170
2419172.0084722     0.890
2419203.0084722    -0.030
2419233.0084722    -0.310
2419264.0084722    -0.190
2419295.0084722     0.260
2419325.0084722    -0.260
2419356.0084722     0.450
2419386.0084722     0.440
2419417.0084722    -0.820
2419448.0084722    -1.580
2419477.0084722     0.960
2419508.0084722     0.790
2419538.0084722     0.580
2419569.0084722    -0.320
2419599.0084722    -0.430
2419630.0084722    -0.590
2419661.0084722    -0.820
2419691.0084722     0.320
2419722.0084722     0.660
2419752.0084722     1.600
2419783.0084722     0.530
2419814.0084722     0.760
2419842.0084722     2.890
2419873.0084722     0.830
2419903.0084722     0.170
2419934.0084722     0.710
2419964.0084722    -0.170
2419995.0084722     0.150
2420026.0084722    -0.450
2420056.0084722    -0.490
2420087.0084722     1.650
2420117.0084722     0.510
2420148.0084722    -0.220
2420179.0084722     1.070
2420207.0084722     0.260
2420238.0084722     1.410
2420268.0084722     1.470
2420299.0084722     0.790
2420329.0084722    -0.350
2420360.0084722     0.050
2420391.0084722    -0.110
2420421.0084722     0.150
2420452.0084722     0.340
2420482.0084722     0.760
2420513.0084722    -0.610
2420544.0084722    -0.330
2420572.0084722    -2.220
2420603.0084722     1.310
2420633.0084722    -0.880
2420664.0084722    -0.790
2420694.0084722    -0.360
2420725.0084722    -0.690
2420756.0084722    -1.060
2420786.0084722    -0.560
2420817.0084722    -1.840
2420847.0084722    -1.660
2420878.0084722     1.780
2420909.0084722     1.050
2420938.0084722    -1.990
2420969.0084722    -0.220
2420999.0084722    -0.580
2421030.0084722    -0.540
2421060.0084722     0.280
2421091.0084722    -0.080
2421122.0084722    -0.340
2421152.0084722     1.000
2421183.0084722    -0.100
2421213.0084722    -2.260
2421244.0084722    -1.480
2421275.0084722     0.040
2421303.0084722    -0.480
2421334.0084722    -1.110
2421364.0084722    -1.110
2421395.0084722     0.350
2421425.0084722    -0.370
2421456.0084722    -0.210
2421487.0084722     0.920
2421517.0084722     0.500
2421548.0084722     0.740
2421578.0084722    -0.690
2421609.0084722    -2.210
2421640.0084722     2.060
2421668.0084722     0.540
2421699.0084722    -0.320
2421729.0084722     0.460
2421760.0084722     0.630
2421790.0084722    -1.000
2421821.0084722     0.090
2421852.0084722     0.240
2421882.0084722     0.350
