1961 1 -0.08
1961 2 1.2
1961 3 0.82
1961 4 -1.08
1961 5 0.21
1961 6 1.47
1961 7 0.05
1961 8 0.83
1961 9 0.74
1961 10 0.35
1961 11 -0.54
1961 12 -2.48
1962 1 1.9
1962 2 0.31
1962 3 -3.85
1962 4 0.69
1962 5 -0.14
1962 6 0.37
1962 7 -1.09
1962 8 0.41
1962 9 -0.09
1962 10 0.43
1962 11 -0.52
1962 12 -0.31
1963 1 -3.03
1963 2 -1.69
1963 3 0.31
1963 4 -1.11
1963 5 1.55
1963 6 -0.54
1963 7 -0.42
1963 8 -0.13
1963 9 0.76
1963 10 1.17
1963 11 -0.9
1963 12 -1.39
1964 1 0.06
1964 2 -0.72
1964 3 -0.94
1964 4 0.35
1964 5 0.64
1964 6 0.39
1964 7 1.21
1964 8 -1.07
1964 9 0
1964 10 0.52
1964 11 -0.13
1964 12 0.01
1965 1 -0.51
1965 2 -1.99
1965 3 -0.91
1965 4 0.69
1965 5 -0.57
1965 6 0.46
1965 7 -0.17
1965 8 0.22
1965 9 -0.14
1965 10 0.21
1965 11 -1.69
1965 12 -0.22
1966 1 -3.76
1966 2 -2.08
1966 3 -0.2
1966 4 -1.5
1966 5 0.65
1966 6 0.46
1966 7 0.38
1966 8 -0.95
1966 9 0.1
1966 10 -1.59
1966 11 0.23
1966 12 -0.03
1967 1 -1.45
1967 2 1.56
1967 3 2.31
1967 4 0.6
1967 5 -0.33
1967 6 1.29
1967 7 0.27
1967 8 0.38
1967 9 0.37
1967 10 1.17
1967 11 0.73
1967 12 -0.93
1968 1 -0.31
1968 2 -1.53
1968 3 1.51
1968 4 -0.3
1968 5 -0.71
1968 6 0.3
1968 7 -0.64
1968 8 -0.38
1968 9 -1.21
1968 10 -1.52
1968 11 -1.56
1968 12 -1.44
1969 1 -3.29
1969 2 -2.81
1969 3 -2.16
1969 4 0.55
1969 5 -0.42
1969 6 -0.07
1969 7 0.46
1969 8 -0.72
1969 9 0.54
1969 10 0.79
1969 11 0.3
1969 12 -0.85
1970 1 -2.57
1970 2 0.23
1970 3 -1.17
1970 4 -0.22
1970 5 0.62
1970 6 0.81
1970 7 0.42
1970 8 -0.25
1970 9 0.19
1970 10 -0.16
1970 11 -0.28
1970 12 -1
1971 1 -1.16
1971 2 0.39
1971 3 -1.06
1971 4 -0.97
1971 5 0.68
1971 6 -0.9
1971 7 -0.25
1971 8 1.04
1971 9 -0.06
1971 10 0.5
1971 11 -0.09
1971 12 0.54
1972 1 0.29
1972 2 -0.07
1972 3 0.49
1972 4 0.11
1972 5 0.6
1972 6 0.7
1972 7 -0.14
1972 8 0.4
1972 9 -0.56
1972 10 0.14
1972 11 0.45
1972 12 1.59
1973 1 0.85
1973 2 1.33
1973 3 0.91
1973 4 -1.2
1973 5 -0.07
1973 6 0.62
1973 7 0.22
1973 8 0.28
1973 9 -0.05
1973 10 -0.44
1973 11 -0.59
1973 12 0.11
1974 1 1.75
1974 2 0.01
1974 3 0.17
1974 4 0.18
1974 5 -0.67
1974 6 -0.26
1974 7 0.55
1974 8 -0.06
1974 9 0.52
1974 10 -0.28
1974 11 -0.09
1974 12 1.18
1975 1 1.35
1975 2 0.36
1975 3 -0.26
1975 4 -0.23
1975 5 -0.56
1975 6 -0.26
1975 7 0.76
1975 8 -0.11
1975 9 1.21
1975 10 -0.38
1975 11 0.4
1975 12 0.87
1976 1 0.49
1976 2 1.94
1976 3 1.65
1976 4 0.11
1976 5 0.52
1976 6 0.46
1976 7 -0.27
1976 8 0.63
1976 9 -0.99
1976 10 -0.46
1976 11 0.38
1976 12 -1.43
1977 1 -2.48
1977 2 -1.24
1977 3 -0.08
1977 4 0.83
1977 5 -0.22
1977 6 -0.18
1977 7 -0.17
1977 8 -0.78
1977 9 0.04
1977 10 0.42
1977 11 0.95
1977 12 -0.67
1978 1 0.72
1978 2 -3.53
1978 3 1.46
1978 4 -1.45
1978 5 0.27
1978 6 0.66
1978 7 -0.51
1978 8 0
1978 9 0.12
1978 10 0.87
1978 11 2.44
1978 12 -2.37
1979 1 -2.36
1979 2 -1.31
1979 3 0.83
1979 4 -1.3
1979 5 -0.03
1979 6 0.78
1979 7 0.36
1979 8 0.1
1979 9 0.46
1979 10 -0.68
1979 11 0.57
1979 12 1.17
1980 1 -1.68
1980 2 0.23
1980 3 -0.67
1980 4 0.33
1980 5 -1.17
1980 6 0.22
1980 7 -0.6
1980 8 -0.72
1980 9 0.55
1980 10 -0.68
1980 11 -1.41
1980 12 1.04
1981 1 0.53
1981 2 0.89
1981 3 -1.77
1981 4 -0.06
1981 5 0.14
1981 6 -0.35
1981 7 0.6
1981 8 0.31
1981 9 -0.92
1981 10 -0.58
1981 11 0.14
1981 12 -2.19
1982 1 -1.41
1982 2 1.15
1982 3 1.89
1982 4 0.91
1982 5 -0.05
1982 6 -1.17
1982 7 0.43
1982 8 0.55
1982 9 0.58
1982 10 -0.15
1982 11 1.95
1982 12 1.93
1983 1 2.52
1983 2 -1.09
1983 3 0.81
1983 4 -1.01
1983 5 -0.39
1983 6 0.59
1983 7 0.32
1983 8 0.95
1983 9 -0.35
1983 10 1.39
1983 11 -1.24
1983 12 0.58
1984 1 2.05
1984 2 0.75
1984 3 -1.66
1984 4 -0.35
1984 5 0.43
1984 6 0.22
1984 7 0.14
1984 8 0.65
1984 9 -0.02
1984 10 0.57
1984 11 -0.38
1984 12 1.29
1985 1 -2.69
1985 2 -1.3
1985 3 -0.03
1985 4 0.16
1985 5 -0.54
1985 6 -0.49
1985 7 0.14
1985 8 0.13
1985 9 -0.21
1985 10 0.79
1985 11 -1.23
1985 12 -0.96
1986 1 0.99
1986 2 -2.78
1986 3 3.09
1986 4 -0.63
1986 5 0.59
1986 6 0.56
1986 7 0.13
1986 8 -0.72
1986 9 -0.49
1986 10 2.19
1986 11 1.61
1986 12 1.32
1987 1 -1.52
1987 2 -1.5
1987 3 -0.94
1987 4 0.92
1987 5 0.3
1987 6 -0.55
1987 7 -0.08
1987 8 -0.82
1987 9 -0.08
1987 10 0.1
1987 11 0.19
1987 12 -1.3
1988 1 0.48
1988 2 0.21
1988 3 -0.07
1988 4 -1.42
1988 5 -0.13
1988 6 0.37
1988 7 -0.03
1988 8 0.41
1988 9 0.21
1988 10 -0.21
1988 11 -0.25
1988 12 1.28
1989 1 2.66
1989 2 3.16
1989 3 2.13
1989 4 -0.3
1989 5 0.9
1989 6 0.02
1989 7 0.68
1989 8 0.69
1989 9 0.83
1989 10 0.72
1989 11 -0.26
1989 12 -0.86
1990 1 2.06
1990 2 3.18
1990 3 3.09
1990 4 1.89
1990 5 -0.19
1990 6 0.3
1990 7 0
1990 8 0.45
1990 9 0.11
1990 10 0.12
1990 11 -0.65
1990 12 1.6
1991 1 1.37
1991 2 0.51
1991 3 -0.79
1991 4 0.3
1991 5 0.62
1991 6 -0.14
1991 7 -0.22
1991 8 1.05
1991 9 0.23
1991 10 -0.54
1991 11 0.75
1991 12 1.5
1992 1 1.11
1992 2 1.98
1992 3 1.75
1992 4 0.27
1992 5 0.73
1992 6 -0.3
1992 7 0.06
1992 8 0.65
1992 9 -0.18
1992 10 -0.96
1992 11 1.78
1992 12 1.2
1993 1 3.07
1993 2 1.08
1993 3 1.22
1993 4 0.14
1993 5 -1.53
1993 6 -0.55
1993 7 -0.55
1993 8 -0.2
1993 9 -0.52
1993 10 -1.14
1993 11 1.35
1993 12 0.84
1994 1 0.53
1994 2 -0.63
1994 3 2.44
1994 4 0.76
1994 5 -0.22
1994 6 1.57
1994 7 0.55
1994 8 0.33
1994 9 -0.5
1994 10 -0.78
1994 11 0.46
1994 12 1.33
1995 1 0.45
