30809 2452249.5000000  322.670 63.100 986.710
30809 2452249.7500000  322.190 62.440 987.770
30809 2452250.0000000  322.840 63.110 989.180
30809 2452250.2500000  322.810 63.300 989.260
30809 2452250.5000000  323.100 63.090 990.870
30809 2452250.7500000  324.280 63.370 988.890
30809 2452251.0000000  323.480 63.740 985.970
30809 2452251.2500000  327.090 65.780 980.620
30809 2452251.5000000  323.450 66.390 987.900
30809 2452251.7500000  321.450 66.270 993.390
30809 2452252.0000000  311.190 68.900 998.630
