 7792 2451994.0000000  281.430 32.340 1015.120
 7792 2451994.2500000  284.160 32.440 1014.600
 7792 2451994.5000000  286.720 33.690 1012.870
 7792 2451994.7500000  290.460 35.130 1010.840
 7792 2451995.0000000  294.820 37.260 1009.190
 7792 2451995.2500000  299.810 40.220 1009.580
 7792 2451995.5000000  304.850 42.660 1010.500
 7792 2451995.7500000  310.510 45.410 1009.830
 7792 2451996.0000000  317.920 48.310 1009.570
 7792 2451996.2500000  325.430 49.650 1007.910
 7792 2451996.5000000  334.470 50.290 1005.970
 7792 2451996.7500000  341.590 49.120 1001.180
 7792 2451997.0000000  350.520 48.400 996.990
 7792 2451997.2500000  356.560 48.850 993.650
