18538 2452141.7500000  352.180 18.040 1008.130
18538 2452142.0000000  351.990 17.720 1009.940
18538 2452142.2500000  350.740 17.340 1006.780
18538 2452142.5000000  349.500 17.440 1009.820
18538 2452142.7500000  348.380 17.410 1009.170
18538 2452143.0000000  347.640 17.790 1010.680
18538 2452143.2500000  346.830 17.760 1007.330
18538 2452143.5000000  346.340 18.580 1010.540
18538 2452143.7500000  345.480 18.390 1010.310
18538 2452144.0000000  344.930 18.860 1011.270
18538 2452144.2500000  346.950 18.420 1008.440
