25667 2452185.2500000  262.710 45.220 1002.620
25667 2452185.5000000  265.800 44.740 1002.740
25667 2452185.7500000  269.850 45.290 1004.140
25667 2452186.0000000  272.940 45.650 1004.050
25667 2452186.2500000  276.060 45.910 1004.150
25667 2452186.5000000  280.950 46.490 1004.560
25667 2452186.7500000  283.800 47.270 1004.820
25667 2452187.0000000  285.700 47.720 1005.830
25667 2452187.2500000  288.290 47.720 1006.110
25667 2452187.5000000  292.400 47.860 1007.830
25667 2452187.7500000  297.780 48.670 1008.060
25667 2452188.0000000  299.220 50.510 1008.660
