12702 2452060.0000000  262.500 38.930 1008.550
12702 2452060.2500000  263.140 38.930 1010.080
12702 2452060.5000000  264.120 38.230 1009.570
12702 2452060.7500000  266.280 38.520 1010.200
12702 2452061.0000000  266.910 38.710 1009.540
12702 2452061.2500000  268.450 38.620 1008.650
12702 2452061.5000000  270.270 39.240 1006.990
12702 2452061.7500000  272.430 40.740 1005.120
12702 2452062.0000000  273.980 42.380 1002.740
12702 2452062.2500000  275.440 44.310 1000.700
12702 2452062.5000000  276.230 45.870 999.500
12702 2452062.7500000  276.370 46.870 998.410
12702 2452063.0000000  278.120 47.460 1000.510
