12867 2452034.5000000  288.710 21.510 1010.550
12867 2452034.7500000  289.500 22.390 1009.600
12867 2452035.0000000  288.070 22.550 1009.250
12867 2452035.2500000  289.260 24.710 1007.430
12867 2452035.5000000  289.810 25.000 1006.000
12867 2452035.7500000  290.220 25.620 1004.510
12867 2452036.0000000  290.080 25.270 1005.320
12867 2452036.2500000  290.690 25.180 1005.470
12867 2452036.5000000  290.580 24.710 1005.480
12867 2452036.7500000  290.800 24.720 1005.390
12867 2452037.0000000  290.970 24.310 1006.900
12867 2452037.2500000  292.380 24.810 1006.730
12867 2452037.5000000  292.500 24.430 1007.510
12867 2452037.7500000  293.770 25.190 1007.120
12867 2452038.0000000  294.830 26.980 1007.670
12867 2452038.2500000  295.570 29.460 1005.760
12867 2452038.5000000  295.120 30.830 1004.440
12867 2452038.7500000  294.900 31.820 1003.310
12867 2452039.0000000  294.780 32.240 1005.150
12867 2452039.2500000  295.500 32.840 1005.160
12867 2452039.5000000  296.250 33.960 1006.290
12867 2452039.7500000  297.220 35.870 1005.900
12867 2452040.0000000  298.300 37.880 1006.350
12867 2452040.2500000  298.820 39.900 1004.650
12867 2452040.5000000  299.500 41.580 1004.390
12867 2452040.7500000  299.660 43.100 1002.530
12867 2452041.0000000  300.230 43.480 1002.660
12867 2452041.2500000  300.460 43.510 1002.120
12867 2452041.5000000  301.000 42.980 1002.610
12867 2452041.7500000  302.250 42.700 1002.930
12867 2452042.0000000  303.760 42.170 1004.090
12867 2452042.2500000  304.530 41.310 1004.070
12867 2452042.5000000  306.060 40.250 1004.880
12867 2452042.7500000  308.130 39.780 1003.940
12867 2452043.0000000  308.910 39.360 1004.790
12867 2452043.2500000  311.060 38.700 1005.700
12867 2452043.5000000  313.420 38.490 1006.750
12867 2452043.7500000  318.000 37.970 1003.360
12867 2452044.0000000  320.420 37.760 1002.830
12867 2452044.2500000  323.300 38.020 1000.610
12867 2452044.5000000  324.300 38.280 1000.730
12867 2452044.7500000  326.620 38.210 999.740
12867 2452045.0000000  327.190 38.260 1000.910
12867 2452045.2500000  327.550 37.980 1000.100
12867 2452045.5000000  327.520 37.890 1001.680
12867 2452045.7500000  328.360 37.430 1001.640
12867 2452046.0000000  330.040 37.090 1004.830
12867 2452046.2500000  334.010 37.360 1006.160
12867 2452046.5000000  335.750 37.120 1008.690
12867 2452046.7500000  338.730 37.110 1008.790
12867 2452047.0000000  339.490 36.770 1011.520
12867 2452047.2500000  341.140 36.260 1012.520
12867 2452047.5000000  345.030 36.160 1014.600
12867 2452047.7500000  345.520 35.600 1014.750
