 5564 2451963.0000000  320.740 53.960 1010.710
 5564 2451963.2500000  321.590 56.080 1011.250
 5564 2451963.5000000  323.310 57.300 1014.850
 5564 2451963.7500000  325.900 57.900 1016.900
 5564 2451964.0000000  328.880 57.900 1019.020
 5564 2451964.2500000  317.240 60.410 1012.360
 5564 2451964.5000000  318.600 61.820 1011.700
 5564 2451964.7500000  319.270 62.670 1011.280
 5564 2451965.0000000  320.370 62.960 1011.610
 5564 2451965.2500000  323.530 63.190 1014.670
 5564 2451965.5000000  329.810 63.070 1017.440
