 2672 2451919.2500000  333.270 45.140 996.940
 2672 2451919.5000000  337.390 44.070 997.990
 2672 2451919.7500000  340.850 43.140 997.100
 2672 2451920.0000000  343.570 42.700 1000.280
 2672 2451920.2500000  345.860 43.150 1000.340
 2672 2451920.5000000  347.160 43.480 1000.800
 2672 2451920.7500000  347.750 43.350 998.990
 2672 2451921.0000000  348.520 42.730 1001.360
 2672 2451921.2500000  349.280 41.480 1001.700
 2672 2451921.5000000  350.150 40.370 1003.900
 2672 2451921.7500000  351.270 38.720 1004.910
 2672 2451922.0000000  353.310 37.600 1007.890
 2672 2451922.2500000  357.920 37.170 1008.720
