11394 2452042.0000000  354.180 28.830 1012.680
11394 2452042.2500000  354.190 28.820 1008.880
11394 2452042.5000000  354.880 28.600 1010.350
11394 2452042.7500000  355.300 28.970 1010.180
11394 2452043.0000000  355.050 29.700 1009.690
11394 2452043.2500000  355.700 29.770 1006.510
11394 2452043.5000000  356.260 29.690 1008.140
11394 2452043.7500000  356.360 29.620 1008.320
11394 2452044.0000000  355.610 29.660 1008.020
11394 2452044.2500000  355.640 29.360 1005.290
11394 2452044.5000000  356.680 28.850 1007.490
11394 2452044.7500000  356.250 29.160 1008.020
11394 2452045.0000000  355.310 29.400 1008.270
11394 2452045.2500000  355.230 29.290 1005.690
11394 2452045.5000000  357.320 28.600 1007.880
11394 2452045.7500000  355.790 29.220 1008.490
11394 2452046.0000000  355.830 29.950 1008.960
