11642 2452020.0000000  260.630 52.200 1003.580
11642 2452020.2500000  264.580 51.000 1003.160
11642 2452020.5000000  267.430 51.730 1003.830
11642 2452020.7500000  275.230 55.270 1005.590
11642 2452021.0000000  279.770 57.790 1003.370
11642 2452021.2500000  283.980 60.400 1000.500
11642 2452021.5000000  287.510 62.720 998.200
11642 2452021.7500000  289.710 65.370 995.860
11642 2452022.0000000  291.500 67.000 994.860
11642 2452022.2500000  297.970 66.570 994.020
11642 2452022.5000000  298.890 68.100 993.330
11642 2452022.7500000  297.470 70.190 992.420
11642 2452023.0000000  293.810 71.760 992.980
11642 2452023.2500000  287.600 72.680 994.070
