 7909 2451995.5000000  291.890 37.410 1012.530
 7909 2451995.7500000  294.810 38.860 1010.630
 7909 2451996.0000000  297.780 40.120 1009.060
 7909 2451996.2500000  300.340 41.620 1009.180
 7909 2451996.5000000  302.790 42.970 1008.180
 7909 2451996.7500000  307.400 44.640 1005.360
 7909 2451997.0000000  311.230 46.790 1001.890
 7909 2451997.2500000  313.820 49.100 996.370
 7909 2451997.5000000  315.840 51.140 990.460
 7909 2451997.7500000  318.140 52.880 981.820
 7909 2451998.0000000  321.470 54.470 976.870
 7909 2451998.2500000  324.810 56.350 973.800
 7909 2451998.5000000  327.370 57.400 973.770
 7909 2451998.7500000  328.990 58.130 972.670
 7909 2451999.0000000  329.770 58.550 972.930
 7909 2451999.2500000  330.560 58.790 972.160
 7909 2451999.5000000  331.810 58.640 973.190
 7909 2451999.7500000  333.900 59.190 974.980
 7909 2452000.0000000  335.240 59.660 977.440
 7909 2452000.2500000  336.500 60.160 980.260
 7909 2452000.5000000  338.970 60.860 983.940
 7909 2452000.7500000  341.170 61.540 987.040
 7909 2452001.0000000  343.690 62.260 992.490
 7909 2452001.2500000  345.630 62.660 997.390
 7909 2452001.5000000  349.130 63.030 1001.850
