21862 2452188.2500000  275.460 39.360 1010.990
21862 2452188.5000000  279.950 41.180 1007.300
21862 2452188.7500000  283.970 43.430 1001.350
21862 2452189.0000000  288.140 45.890 995.670
21862 2452189.2500000  292.390 48.640 990.140
21862 2452189.5000000  295.170 51.110 984.360
21862 2452189.7500000  298.270 53.520 978.070
21862 2452190.0000000  300.960 55.970 972.320
21862 2452190.2500000  302.510 57.610 969.830
21862 2452190.5000000  304.700 59.110 970.940
21862 2452190.7500000  305.890 60.580 974.530
21862 2452191.0000000  306.860 61.590 978.020
21862 2452191.2500000  307.840 62.120 981.260
21862 2452191.5000000  309.540 62.510 983.470
21862 2452191.7500000  314.480 62.660 984.420
21862 2452192.0000000  319.900 62.880 979.120
