16032 2452072.0000000  262.690 52.570 999.510
16032 2452072.2500000  265.530 51.930 999.730
16032 2452072.5000000  270.480 51.750 999.400
16032 2452072.7500000  277.010 52.360 998.620
16032 2452073.0000000  283.100 54.760 995.720
16032 2452073.2500000  286.510 56.630 993.620
16032 2452073.5000000  289.270 57.480 993.490
16032 2452073.7500000  291.590 58.040 995.390
16032 2452074.0000000  292.030 58.990 997.560
16032 2452074.2500000  293.910 59.140 1001.350
16032 2452074.5000000  298.380 58.420 1003.500
