16349 2452111.0000000  310.920 57.120 1006.970
16349 2452111.2500000  313.340 57.480 1004.570
16349 2452111.5000000  314.350 58.060 1002.890
16349 2452111.7500000  315.000 58.440 1001.150
16349 2452112.0000000  316.950 58.620 1000.600
16349 2452112.2500000  319.300 58.560 1000.850
16349 2452112.5000000  321.610 58.510 1001.900
16349 2452112.7500000  324.210 58.080 1002.610
16349 2452113.0000000  332.810 59.060 1003.450
16349 2452113.2500000  336.540 59.200 1002.600
16349 2452113.5000000  338.090 59.490 1002.020
16349 2452113.7500000  338.880 59.780 1000.430
16349 2452114.0000000  340.360 59.970 1000.790
16349 2452114.2500000  342.680 60.680 1000.470
16349 2452114.5000000  345.810 61.520 1000.660
16349 2452114.7500000  348.440 63.050 999.810
16349 2452115.0000000  349.670 64.370 1000.420
16349 2452115.2500000  350.770 65.580 1000.670
16349 2452115.5000000  351.680 66.940 1001.420
16349 2452115.7500000  353.230 68.300 1001.290
16349 2452116.0000000  353.720 69.860 1001.970
16349 2452116.2500000  354.400 70.930 1002.040
16349 2452116.5000000  355.970 71.530 1002.960
16349 2452116.7500000  357.390 71.890 1002.800
16349 2452117.0000000  360.000 72.930 1003.970
