22189 2452192.5000000  260.710 40.920 1001.510
22189 2452192.7500000  263.470 44.590 1002.890
22189 2452193.0000000  265.710 46.270 1000.960
22189 2452193.2500000  268.000 48.030 998.860
22189 2452193.5000000  270.460 49.520 996.450
22189 2452193.7500000  273.670 51.590 992.890
22189 2452194.0000000  277.160 53.170 990.370
22189 2452194.2500000  281.090 54.660 990.290
22189 2452194.5000000  286.130 55.940 991.900
22189 2452194.7500000  294.810 56.740 993.020
22189 2452195.0000000  302.520 56.750 992.570
22189 2452195.2500000  309.440 56.640 992.360
22189 2452195.5000000  319.890 57.720 990.970
22189 2452195.7500000  327.670 58.970 986.070
22189 2452196.0000000  333.120 60.490 982.620
22189 2452196.2500000  336.240 62.120 979.260
22189 2452196.5000000  337.060 63.220 979.240
22189 2452196.7500000  336.660 63.960 981.430
22189 2452197.0000000  333.920 63.720 985.660
22189 2452197.2500000  332.130 63.260 987.390
22189 2452197.5000000  329.860 62.040 987.770
