 6301 2451973.0000000  323.990 34.410 991.510
 6301 2451973.2500000  329.480 35.530 986.240
 6301 2451973.5000000  333.000 38.610 980.830
 6301 2451973.7500000  335.430 41.680 974.640
 6301 2451974.0000000  335.100 44.920 971.310
 6301 2451974.2500000  335.060 47.580 967.580
 6301 2451974.5000000  334.440 50.410 964.450
 6301 2451974.7500000  332.080 53.160 960.360
 6301 2451975.0000000  328.630 54.410 960.660
 6301 2451975.2500000  327.630 50.590 960.140
 6301 2451975.5000000  330.200 50.450 962.520
 6301 2451975.7500000  333.840 50.970 964.870
 6301 2451976.0000000  337.140 52.210 965.850
