29307 2452229.7500000  292.360 52.450 992.810
29307 2452230.0000000  299.250 53.440 994.710
29307 2452230.2500000  304.460 57.180 993.340
29307 2452230.5000000  306.760 60.140 992.650
29307 2452230.7500000  307.350 62.840 991.050
29307 2452231.0000000  308.420 64.460 991.620
29307 2452231.2500000  309.370 63.860 991.850
29307 2452231.5000000  309.830 62.860 986.820
29307 2452231.7500000  309.780 62.310 978.080
29307 2452232.0000000  310.220 64.840 975.000
29307 2452232.2500000  309.620 70.170 972.900
29307 2452232.5000000  306.130 75.030 971.210
29307 2452232.7500000  306.780 77.230 974.720
29307 2452233.0000000  298.580 75.430 983.200
29307 2452233.2500000  298.810 75.580 986.520
29307 2452233.5000000  296.100 75.640 989.490
29307 2452233.7500000  293.740 75.490 991.830
29307 2452234.0000000  292.360 75.470 994.740
29307 2452234.2500000  293.250 75.460 996.450
29307 2452234.5000000  294.480 75.340 997.530
29307 2452234.7500000  294.070 76.080 999.200
29307 2452235.0000000  293.590 76.200 1002.060
29307 2452235.2500000  294.270 75.620 1000.460
29307 2452235.5000000  290.510 66.250 985.720
