15497 2452065.7500000  298.390 39.150 1013.400
15497 2452066.0000000  300.680 39.890 1013.030
15497 2452066.2500000  302.300 41.110 1012.030
15497 2452066.5000000  303.780 41.570 1010.430
15497 2452066.7500000  304.640 42.290 1007.700
15497 2452067.0000000  305.060 43.270 1006.980
15497 2452067.2500000  304.990 44.400 1005.730
15497 2452067.5000000  303.210 45.850 1005.030
15497 2452067.7500000  304.590 46.270 1002.340
15497 2452068.0000000  304.480 47.060 1001.530
15497 2452068.2500000  303.930 48.090 1000.970
15497 2452068.5000000  303.190 49.080 1000.860
15497 2452068.7500000  303.300 49.150 999.160
15497 2452069.0000000  303.870 49.600 997.770
15497 2452069.2500000  304.280 50.150 996.890
15497 2452069.5000000  304.510 50.540 997.620
15497 2452069.7500000  304.980 50.980 996.710
15497 2452070.0000000  305.190 51.960 997.290
15497 2452070.2500000  305.400 52.910 997.270
15497 2452070.5000000  305.730 52.720 1000.050
