19034 2452149.0000000  332.790 45.540 1017.560
19034 2452149.2500000  334.010 44.190 1017.210
19034 2452149.5000000  334.750 42.920 1017.290
19034 2452149.7500000  335.270 41.350 1014.890
19034 2452150.0000000  335.360 40.510 1015.540
19034 2452150.2500000  335.550 39.640 1014.490
19034 2452150.5000000  335.480 39.060 1015.290
19034 2452150.7500000  334.880 38.090 1014.420
19034 2452151.0000000  333.020 37.030 1015.980
19034 2452151.2500000  332.510 36.200 1015.700
19034 2452151.5000000  331.640 35.840 1017.630
19034 2452151.7500000  331.770 35.720 1016.600
