 3026 2451915.5000000  304.580 64.360 1008.250
 3026 2451915.7500000  304.750 65.800 1010.060
 3026 2451916.0000000  303.010 67.820 1009.930
 3026 2451916.2500000  301.580 68.680 1009.110
 3026 2451916.5000000  301.030 64.740 999.210
 3026 2451916.7500000  300.540 68.080 996.830
 3026 2451917.0000000  298.280 70.780 995.580
 3026 2451917.2500000  295.570 72.860 993.850
 3026 2451917.5000000  291.500 74.170 992.410
 3026 2451917.7500000  286.380 74.740 993.860
 3026 2451918.0000000  281.530 74.280 1000.350
 3026 2451918.2500000  278.010 73.670 1006.190
 3026 2451918.5000000  275.670 73.080 1011.380
 3026 2451918.7500000  271.030 73.050 1015.160
