22225 2452144.7500000  336.190 59.960 994.630
22225 2452145.0000000  336.250 59.950 996.680
22225 2452145.2500000  336.760 59.330 997.070
22225 2452145.5000000  338.590 58.940 998.540
22225 2452145.7500000  339.650 59.190 998.160
22225 2452146.0000000  341.150 60.140 998.320
22225 2452146.2500000  343.030 61.390 997.860
22225 2452146.5000000  344.440 62.550 997.670
22225 2452146.7500000  345.210 63.700 999.940
22225 2452147.0000000  344.890 64.350 1001.650
22225 2452147.2500000  347.720 65.680 1004.130
22225 2452147.5000000  349.380 66.790 1006.030
22225 2452147.7500000  350.510 67.770 1006.620
22225 2452148.0000000  351.430 67.580 1007.940
