26404 2452257.2500000  328.330 44.680 995.110
26404 2452257.5000000  329.390 45.570 993.130
26404 2452257.7500000  329.000 46.920 991.610
26404 2452258.0000000  327.030 48.240 991.970
26404 2452258.2500000  324.880 49.410 990.820
26404 2452258.5000000  322.640 50.530 991.670
26404 2452258.7500000  320.160 52.220 991.570
26404 2452259.0000000  317.110 54.000 990.920
26404 2452259.2500000  313.980 55.600 990.870
26404 2452259.5000000  310.810 56.300 993.230
26404 2452259.7500000  309.490 54.750 995.180
26404 2452260.0000000  307.910 55.740 997.040
26404 2452260.2500000  306.100 56.780 1000.380
