 4278 2451934.0000000  263.230 69.210 993.230
 4278 2451934.2500000  268.800 68.780 991.440
 4278 2451934.5000000  273.740 68.310 990.200
 4278 2451934.7500000  276.950 67.940 988.440
 4278 2451935.0000000  278.140 67.450 987.770
 4278 2451935.2500000  279.280 66.650 986.870
 4278 2451935.5000000  279.730 65.530 986.120
 4278 2451935.7500000  281.220 64.550 984.840
 4278 2451936.0000000  283.980 63.400 984.180
 4278 2451936.2500000  283.690 64.150 984.140
 4278 2451936.5000000  288.020 63.560 986.200
 4278 2451936.7500000  292.830 63.460 988.160
 4278 2451937.0000000  298.400 64.090 987.300
 4278 2451937.2500000  294.620 64.770 989.280
 4278 2451937.5000000  294.150 65.500 993.070
 4278 2451937.7500000  291.060 66.610 993.700
 4278 2451938.0000000  291.770 67.150 995.310
 4278 2451938.2500000  292.360 67.620 998.350
