13856 2452079.2500000  262.650 43.480 1004.210
13856 2452079.5000000  267.000 45.960 1003.600
13856 2452079.7500000  270.420 49.980 997.690
13856 2452080.0000000  274.400 51.440 990.530
13856 2452080.2500000  278.410 52.840 986.200
13856 2452080.5000000  281.860 54.090 986.800
13856 2452080.7500000  287.750 55.410 990.560
13856 2452081.0000000  293.840 56.180 991.250
13856 2452081.2500000  299.410 55.810 992.200
13856 2452081.5000000  303.560 55.910 994.470
13856 2452081.7500000  306.870 56.340 995.540
13856 2452082.0000000  309.430 56.680 996.570
13856 2452082.2500000  311.300 56.840 998.340
13856 2452082.5000000  315.660 54.830 1000.140
13856 2452082.7500000  320.070 53.560 999.760
13856 2452083.0000000  326.150 51.820 999.980
13856 2452083.2500000  329.990 51.950 999.080
