 6491 2451959.0000000  308.180 41.670 1006.620
 6491 2451959.2500000  309.770 39.400 1012.020
 6491 2451959.5000000  312.890 39.980 1014.350
 6491 2451959.7500000  310.870 36.990 1017.460
 6491 2451960.0000000  308.980 34.050 1018.490
 6491 2451960.2500000  311.600 36.520 1017.140
 6491 2451960.5000000  313.070 37.620 1016.220
 6491 2451960.7500000  314.780 38.330 1013.770
 6491 2451961.0000000  316.190 40.550 1012.170
 6491 2451961.2500000  316.770 42.320 1009.940
 6491 2451961.5000000  317.170 43.230 1010.370
 6491 2451961.7500000  317.670 44.360 1008.460
 6491 2451962.0000000  318.240 45.760 1009.620
 6491 2451962.2500000  318.900 47.400 1008.210
 6491 2451962.5000000  318.610 50.740 1009.240
 6491 2451962.7500000  318.920 53.090 1007.670
 6491 2451963.0000000  317.730 55.600 1007.500
 6491 2451963.2500000  318.480 56.990 1008.460
 6491 2451963.5000000  322.080 57.700 1013.240
 6491 2451963.7500000  326.450 57.680 1016.620
 6491 2451964.0000000  329.090 57.750 1018.730
 6491 2451964.2500000  336.320 56.030 1019.880
 6491 2451964.5000000  338.260 55.590 1019.250
 6491 2451964.7500000  339.080 55.520 1020.260
