13660 2452080.5000000  266.140 73.670 991.190
13660 2452080.7500000  268.050 73.900 989.060
13660 2452081.0000000  271.310 73.530 988.490
13660 2452081.2500000  277.830 73.130 988.210
13660 2452081.5000000  281.680 72.830 988.730
13660 2452081.7500000  287.100 72.600 988.590
13660 2452082.0000000  284.350 73.140 989.390
13660 2452082.2500000  279.930 72.790 990.670
13660 2452082.5000000  278.130 72.600 991.460
13660 2452082.7500000  277.870 72.230 990.840
13660 2452083.0000000  276.880 72.160 992.150
13660 2452083.2500000  276.080 72.000 994.790
13660 2452083.5000000  276.020 72.160 997.600
13660 2452083.7500000  275.640 72.410 1000.340
13660 2452084.0000000  274.610 72.600 1002.860
13660 2452084.2500000  274.220 72.520 1005.070
13660 2452084.5000000  273.230 71.830 1006.480
