22249 2452145.0000000  294.540 39.290 1016.560
22249 2452145.2500000  297.420 40.170 1015.250
22249 2452145.5000000  299.010 40.290 1014.120
22249 2452145.7500000  300.240 40.500 1012.370
22249 2452146.0000000  303.220 41.500 1011.050
22249 2452146.2500000  304.770 42.030 1008.420
22249 2452146.5000000  307.010 43.070 1006.490
22249 2452146.7500000  310.680 44.480 999.480
22249 2452147.0000000  313.500 46.960 995.140
22249 2452147.2500000  315.570 49.790 989.150
22249 2452147.5000000  316.850 52.290 985.060
22249 2452147.7500000  317.050 53.570 981.270
22249 2452148.0000000  318.130 54.980 982.020
22249 2452148.2500000  319.480 56.290 985.470
22249 2452148.5000000  320.500 57.440 992.290
22249 2452148.7500000  321.910 58.120 991.820
22249 2452149.0000000  323.500 58.830 994.530
22249 2452149.2500000  325.860 59.570 995.980
22249 2452149.5000000  329.800 60.620 998.100
22249 2452149.7500000  332.500 61.000 995.730
22249 2452150.0000000  335.440 61.230 995.860
22249 2452150.2500000  337.220 61.340 995.280
22249 2452150.5000000  339.690 61.480 996.790
22249 2452150.7500000  341.470 61.380 997.020
22249 2452151.0000000  342.800 60.920 999.370
22249 2452151.2500000  344.730 60.080 1001.900
22249 2452151.5000000  347.100 59.260 1004.430
22249 2452151.7500000  352.530 62.140 1006.190
22249 2452152.0000000  355.620 63.500 1007.750
22249 2452152.2500000  358.190 64.860 1009.240
22249 2452155.5000000  359.940 71.990 997.380
22249 2452155.7500000  359.920 72.280 998.290
