 2258 2451912.5000000  303.530 68.420 988.730
 2258 2451912.7500000  301.530 71.790 989.620
 2258 2451913.0000000  295.510 74.420 992.300
 2258 2451913.2500000  286.520 75.540 994.010
 2258 2451913.5000000  277.610 74.190 994.560
 2258 2451913.7500000  272.350 73.620 993.130
 2258 2451914.0000000  270.440 73.010 991.830
 2258 2451914.2500000  272.500 76.110 990.850
 2258 2451914.5000000  263.190 75.280 993.210
 2258 2451915.5000000  261.360 70.360 998.150
 2258 2451915.7500000  264.380 69.640 999.080
 2258 2451916.0000000  269.660 69.220 1001.950
 2258 2451916.2500000  277.500 67.550 1002.150
 2258 2451916.5000000  279.590 67.640 1002.900
 2258 2451916.7500000  281.510 67.930 1001.630
 2258 2451917.0000000  283.080 68.630 1001.360
 2258 2451917.2500000  283.460 69.390 1001.400
 2258 2451917.5000000  282.740 69.140 1003.460
 2258 2451917.7500000  299.930 69.000 1006.720
