18022 2452096.5000000  317.880 62.260 1005.410
18022 2452096.7500000  320.050 61.380 1004.140
18022 2452097.0000000  323.190 61.580 1004.180
18022 2452097.2500000  326.410 62.050 1002.930
18022 2452097.5000000  329.700 62.890 1002.770
18022 2452097.7500000  329.480 63.160 1001.990
18022 2452098.0000000  329.220 62.890 1002.890
18022 2452098.2500000  328.190 62.640 1003.220
18022 2452098.5000000  329.450 62.180 1004.240
18022 2452098.7500000  329.550 61.990 1004.050
18022 2452099.0000000  329.430 61.580 1003.760
18022 2452099.2500000  329.460 60.840 1002.000
18022 2452099.5000000  330.850 59.890 1001.070
18022 2452099.7500000  333.660 59.060 999.190
