23766 2452215.7500000  345.160 28.570 1014.750
23766 2452216.0000000  342.330 30.430 1017.210
23766 2452216.2500000  343.940 31.530 1016.090
23766 2452216.5000000  343.800 32.590 1017.780
23766 2452216.7500000  344.210 33.240 1017.350
23766 2452217.0000000  344.830 34.030 1018.200
23766 2452217.2500000  345.260 34.500 1016.160
23766 2452217.5000000  345.660 35.090 1016.320
23766 2452217.7500000  346.130 35.500 1014.470
23766 2452218.0000000  346.670 35.510 1014.760
23766 2452218.2500000  347.470 35.440 1012.960
23766 2452218.5000000  348.020 35.580 1013.880
23766 2452218.7500000  348.210 35.500 1012.470
23766 2452219.0000000  348.190 35.290 1013.430
23766 2452219.2500000  347.220 34.520 1012.770
23766 2452219.5000000  347.140 34.190 1013.570
23766 2452219.7500000  347.390 33.910 1012.350
23766 2452220.0000000  347.750 34.000 1013.830
23766 2452220.2500000  348.290 33.960 1013.700
23766 2452220.5000000  347.990 34.060 1015.510
23766 2452220.7500000  347.790 34.160 1015.420
23766 2452221.0000000  347.340 34.210 1017.490
23766 2452221.2500000  347.010 34.180 1016.760
23766 2452221.5000000  346.350 34.460 1018.740
23766 2452221.7500000  346.610 34.040 1018.250
