 7343 2451989.0000000  262.040 54.080 1007.120
 7343 2451989.2500000  265.840 54.590 1007.210
 7343 2451989.5000000  268.130 55.250 1007.760
 7343 2451989.7500000  270.330 55.640 1006.730
 7343 2451990.0000000  271.840 56.120 1006.740
 7343 2451990.2500000  273.210 57.020 1008.080
 7343 2451990.5000000  273.620 58.070 1008.820
 7343 2451990.7500000  272.930 58.900 1007.690
 7343 2451991.0000000  272.040 59.320 1006.500
 7343 2451991.2500000  271.010 59.560 1005.920
 7343 2451991.5000000  270.560 59.720 1006.590
 7343 2451991.7500000  269.600 59.330 1006.440
 7343 2451992.0000000  268.770 58.610 1007.850
 7343 2451992.2500000  268.290 57.470 1011.420
 7343 2451992.5000000  269.020 56.480 1016.230
 7343 2451992.7500000  270.070 55.120 1018.440
