 5186 2451957.5000000  289.880 4.580 1008.560
 5186 2451957.7500000  290.640 3.490 1010.440
 5186 2451958.0000000  290.430 3.000 1012.040
 5186 2451958.2500000  286.730 1.760 1010.590
 5186 2451958.5000000  290.370 5.420 1009.400
 5186 2451958.7500000  290.740 4.860 1011.080
 5186 2451959.0000000  290.400 4.050 1012.630
 5186 2451959.2500000  291.130 5.890 1010.720
 5186 2451959.5000000  290.460 5.960 1009.270
 5186 2451959.7500000  290.680 5.680 1011.060
 5186 2451960.0000000  290.250 4.490 1012.560
 5186 2451960.2500000  284.830 8.990 1011.780
 5186 2451960.5000000  284.650 9.270 1010.380
 5186 2451960.7500000  284.330 9.370 1011.930
 5186 2451961.0000000  283.770 9.160 1012.170
 5186 2451961.2500000  284.870 9.060 1011.810
 5186 2451961.5000000  284.790 9.350 1010.460
 5186 2451961.7500000  284.470 9.440 1011.600
 5186 2451962.0000000  283.570 9.440 1011.710
 5186 2451962.2500000  284.530 8.940 1010.140
 5186 2451962.5000000  284.850 9.150 1009.310
 5186 2451962.7500000  284.300 9.590 1011.150
 5186 2451963.0000000  283.080 9.230 1011.460
 5186 2451963.2500000  284.750 9.050 1010.010
 5186 2451963.5000000  284.930 9.060 1008.600
 5186 2451963.7500000  284.310 9.720 1010.630
 5186 2451964.0000000  283.530 9.690 1011.710
