13774 2452045.5000000  317.200 63.790 1019.410
13774 2452045.7500000  320.660 62.720 1014.980
13774 2452046.0000000  325.590 65.190 1007.190
13774 2452046.2500000  327.610 64.310 1003.420
13774 2452046.5000000  331.050 63.830 1002.520
13774 2452046.7500000  333.010 63.890 1001.310
13774 2452047.0000000  333.900 64.070 1001.370
13774 2452047.2500000  335.200 64.050 1002.500
13774 2452047.5000000  334.980 64.110 1005.700
13774 2452047.7500000  335.180 64.020 1007.360
13774 2452048.0000000  333.550 63.750 1009.010
13774 2452048.2500000  332.040 63.280 1009.250
13774 2452048.5000000  333.340 63.240 1009.770
13774 2452048.7500000  337.090 63.810 1009.880
13774 2452049.0000000  337.920 64.310 1012.060
