 9115 2452012.0000000  291.500 6.950 1012.970
 9115 2452012.2500000  292.430 7.740 1010.080
 9115 2452012.5000000  292.140 7.920 1009.480
 9115 2452012.7500000  291.480 7.410 1011.560
 9115 2452013.0000000  291.580 7.260 1013.770
 9115 2452013.2500000  292.520 7.870 1010.660
 9115 2452013.5000000  292.100 7.920 1009.750
 9115 2452013.7500000  291.270 7.320 1010.310
 9115 2452014.0000000  291.150 6.640 1011.660
 9115 2452014.2500000  292.320 7.570 1008.680
 9115 2452014.5000000  291.820 7.740 1007.940
 9115 2452014.7500000  291.360 7.390 1009.780
