15387 2452097.5000000  295.200 48.250 1007.600
15387 2452097.7500000  297.100 49.530 1006.310
15387 2452098.0000000  298.330 50.970 1004.110
15387 2452098.2500000  300.110 52.730 1001.390
15387 2452098.5000000  304.080 53.540 1000.270
15387 2452098.7500000  309.250 54.090 999.500
15387 2452099.0000000  316.790 54.570 1000.810
15387 2452099.2500000  323.450 55.190 1001.560
15387 2452099.5000000  331.500 56.040 1001.120
15387 2452099.7500000  336.390 56.630 997.670
15387 2452100.0000000  339.320 57.260 996.310
15387 2452100.2500000  341.490 57.820 993.590
15387 2452100.5000000  343.120 58.070 991.810
15387 2452100.7500000  345.450 58.020 990.350
15387 2452101.0000000  347.410 58.120 992.090
15387 2452101.2500000  349.760 57.970 993.530
15387 2452101.5000000  349.280 58.170 995.430
15387 2452101.7500000  345.430 58.860 1000.090
15387 2452102.0000000  345.700 58.330 1002.190
15387 2452102.2500000  345.520 57.490 1003.810
15387 2452102.5000000  348.750 56.910 1003.320
15387 2452102.7500000  349.720 55.640 1003.710
