13997 2452079.7500000  359.730 22.680 1003.530
13997 2452080.0000000  359.730 23.100 1003.930
13997 2452080.2500000  359.020 22.740 1001.130
13997 2452080.5000000  358.920 22.570 1003.060
13997 2452080.7500000  358.490 22.700 1004.330
13997 2452081.0000000  358.570 23.040 1005.220
13997 2452081.2500000  357.390 22.600 1002.430
13997 2452081.5000000  357.560 22.610 1004.380
13997 2452081.7500000  357.500 22.950 1005.140
13997 2452082.0000000  358.020 23.620 1005.050
13997 2452082.2500000  356.670 23.190 1001.820
13997 2452082.5000000  356.330 23.500 1004.480
13997 2452082.7500000  355.990 24.060 1006.900
13997 2452083.0000000  355.820 24.510 1007.670
13997 2452083.2500000  355.410 23.770 1004.790
13997 2452083.5000000  355.200 24.070 1008.020
13997 2452083.7500000  355.180 24.550 1008.920
13997 2452084.0000000  355.440 24.480 1009.500
13997 2452084.2500000  354.620 23.630 1006.150
13997 2452084.5000000  355.020 23.660 1008.970
13997 2452084.7500000  355.360 23.470 1009.750
13997 2452085.0000000  355.080 23.420 1010.250
