15912 2452070.5000000  293.410 49.670 1003.650
15912 2452070.7500000  294.640 47.810 1003.970
15912 2452071.0000000  296.180 46.550 1004.450
15912 2452071.2500000  298.100 45.740 1005.820
15912 2452071.5000000  300.870 45.750 1007.730
15912 2452071.7500000  303.430 46.440 1008.640
15912 2452072.0000000  305.220 47.370 1009.130
15912 2452072.2500000  306.490 47.830 1009.300
15912 2452072.5000000  309.410 48.660 1010.480
15912 2452072.7500000  311.280 49.630 1011.720
15912 2452073.0000000  312.740 50.590 1012.460
15912 2452073.2500000  314.450 51.190 1013.820
15912 2452073.5000000  316.970 51.010 1014.920
