12166 2452052.5000000  297.080 36.430 1012.560
12166 2452052.7500000  299.300 35.680 1011.460
12166 2452053.0000000  303.780 35.130 1010.980
12166 2452053.2500000  308.560 35.530 1009.620
12166 2452053.5000000  312.580 36.460 1007.490
12166 2452053.7500000  316.400 37.940 1003.450
12166 2452054.0000000  319.660 39.080 1001.580
12166 2452054.2500000  322.550 40.430 999.080
12166 2452054.5000000  324.990 41.930 997.600
12166 2452054.7500000  327.080 43.650 997.210
12166 2452055.0000000  328.850 45.540 997.310
12166 2452055.2500000  330.270 47.520 996.000
12166 2452055.5000000  331.650 49.300 996.720
12166 2452055.7500000  332.990 50.900 996.400
12166 2452056.0000000  333.930 52.210 997.780
12166 2452056.2500000  333.420 52.410 998.380
12166 2452056.5000000  333.740 52.860 999.010
12166 2452056.7500000  334.870 53.730 999.390
12166 2452057.0000000  336.980 55.250 1002.470
