 5719 2451965.2500000  310.550 40.730 1007.020
 5719 2451965.5000000  311.890 40.060 1002.620
 5719 2451965.7500000  313.370 39.660 998.210
 5719 2451966.0000000  314.350 37.750 995.280
 5719 2451966.2500000  315.250 36.400 991.180
 5719 2451966.5000000  315.610 36.230 988.460
 5719 2451966.7500000  314.940 36.560 986.630
 5719 2451967.0000000  313.040 36.020 987.830
 5719 2451967.2500000  311.660 33.450 986.610
 5719 2451967.5000000  313.660 31.670 986.720
 5719 2451967.7500000  316.770 31.580 985.810
 5719 2451968.0000000  319.600 32.980 987.090
 5719 2451968.2500000  321.950 35.570 985.580
 5719 2451968.5000000  323.270 38.050 987.590
 5719 2451968.7500000  323.540 40.150 988.140
 5719 2451969.0000000  323.540 41.540 988.330
 5719 2451969.2500000  322.220 42.090 985.560
 5719 2451969.5000000  321.290 42.650 984.130
