12251 2452053.5000000  336.790 44.640 1012.480
12251 2452053.7500000  338.700 47.300 1012.300
12251 2452054.0000000  339.580 50.050 1012.660
12251 2452054.2500000  339.670 53.440 1011.520
12251 2452054.5000000  339.100 56.110 1009.300
12251 2452054.7500000  339.330 57.500 1006.180
12251 2452055.0000000  339.440 58.690 1004.230
12251 2452055.2500000  340.500 59.460 1001.990
12251 2452055.5000000  341.150 60.200 1002.050
12251 2452055.7500000  341.760 60.670 1001.330
12251 2452056.0000000  340.880 60.920 1001.970
12251 2452056.2500000  338.690 60.820 1001.590
12251 2452056.5000000  337.080 60.620 1000.950
12251 2452056.7500000  336.150 60.590 999.590
12251 2452057.0000000  335.480 60.660 1000.080
12251 2452057.2500000  334.950 60.740 1000.660
12251 2452057.5000000  334.740 60.640 1001.730
12251 2452057.7500000  335.240 60.320 1001.980
12251 2452058.0000000  336.360 60.380 1002.950
12251 2452058.2500000  339.230 61.230 1003.500
12251 2452058.5000000  339.090 64.290 1005.440
12251 2452058.7500000  338.810 64.450 1006.660
12251 2452059.0000000  339.230 65.230 1007.870
12251 2452059.2500000  340.200 65.810 1008.060
12251 2452059.5000000  341.440 66.230 1008.450
12251 2452059.7500000  342.250 66.850 1007.920
12251 2452060.0000000  343.370 67.380 1007.260
12251 2452060.2500000  343.600 67.910 1005.960
12251 2452060.5000000  345.890 67.800 1003.810
12251 2452060.7500000  350.070 67.500 1000.590
12251 2452061.0000000  351.840 67.880 998.320
12251 2452061.2500000  354.550 67.620 997.170
12251 2452061.5000000  358.220 67.100 996.690
