18829 2452146.0000000  287.140 27.620 1014.870
18829 2452146.2500000  288.570 29.430 1014.240
18829 2452146.5000000  289.230 30.610 1013.170
18829 2452146.7500000  291.330 32.330 1012.180
18829 2452147.0000000  291.860 33.040 1012.480
18829 2452147.2500000  293.180 33.920 1012.810
18829 2452147.5000000  293.860 34.330 1012.690
18829 2452147.7500000  294.280 35.020 1012.050
18829 2452148.0000000  294.260 35.440 1012.860
18829 2452148.2500000  294.690 35.800 1013.010
18829 2452148.5000000  295.200 36.640 1012.990
18829 2452148.7500000  296.950 38.160 1010.820
18829 2452149.0000000  298.260 39.260 1010.990
18829 2452149.2500000  299.940 40.720 1009.440
18829 2452149.5000000  301.380 42.150 1009.720
18829 2452149.7500000  303.290 43.740 1008.440
