 7038 2451983.2500000  300.780 45.630 993.220
 7038 2451983.5000000  304.200 46.580 991.520
 7038 2451983.7500000  306.380 48.480 985.720
 7038 2451984.0000000  306.230 50.510 984.000
 7038 2451984.2500000  305.100 51.660 981.880
 7038 2451984.5000000  303.330 51.760 983.790
 7038 2451984.7500000  301.720 50.890 985.280
 7038 2451985.0000000  302.040 49.810 989.650
 7038 2451985.2500000  304.140 48.980 991.660
 7038 2451985.5000000  307.110 48.510 992.970
 7038 2451985.7500000  312.670 48.750 991.260
