16273 2452074.7500000  342.990 63.830 1022.980
16273 2452075.0000000  340.670 63.840 1022.610
16273 2452075.2500000  339.780 63.830 1022.360
16273 2452075.5000000  340.440 63.350 1022.320
16273 2452075.7500000  341.310 63.100 1021.210
16273 2452076.0000000  340.280 63.070 1020.930
16273 2452076.2500000  339.550 63.610 1020.500
16273 2452076.5000000  340.200 62.740 1020.580
16273 2452076.7500000  338.800 63.130 1018.900
16273 2452077.0000000  338.700 63.060 1018.780
16273 2452077.2500000  337.450 63.560 1018.890
