 9544 2451995.0000000  346.460 61.960 1007.870
 9544 2451995.2500000  347.160 63.270 1004.480
 9544 2451995.5000000  349.250 64.940 999.770
 9544 2451995.7500000  351.280 65.520 996.640
 9544 2451996.0000000  351.640 66.670 993.480
 9544 2451996.2500000  351.410 67.520 989.910
 9544 2451996.5000000  351.540 67.830 991.720
 9544 2451996.7500000  351.520 67.920 992.600
 9544 2451997.0000000  352.500 67.800 995.540
 9544 2451997.2500000  354.800 68.000 995.730
 9544 2451997.5000000  356.810 68.380 996.270
