 4383 2451946.2500000  292.120 6.810 1011.170
 4383 2451946.5000000  291.450 7.140 1009.460
 4383 2451946.7500000  290.870 6.340 1011.260
 4383 2451947.0000000  290.760 5.630 1012.180
 4383 2451947.2500000  284.590 8.990 1007.810
 4383 2451947.5000000  284.580 9.240 1006.570
 4383 2451947.7500000  284.300 9.400 1007.620
 4383 2451948.0000000  283.750 9.550 1008.470
 4383 2451948.2500000  284.510 9.250 1007.610
 4383 2451948.5000000  284.470 9.550 1006.390
 4383 2451948.7500000  283.740 9.410 1007.280
