12411 2452029.2500000  357.510 40.090 1005.390
12411 2452029.5000000  359.160 39.160 1006.180
12411 2452030.7500000  358.320 46.970 1006.090
12411 2452031.0000000  356.600 46.790 1009.350
12411 2452031.2500000  354.580 46.120 1010.560
12411 2452031.5000000  352.870 45.130 1010.600
12411 2452031.7500000  351.540 43.690 1010.220
12411 2452032.0000000  350.900 42.030 1010.730
12411 2452032.2500000  352.490 40.690 1010.670
12411 2452032.5000000  352.150 37.430 1011.590
12411 2452032.7500000  354.140 36.610 1009.700
