 6052 2451969.5000000  299.010 38.060 1005.280
 6052 2451969.7500000  301.990 37.720 1001.380
 6052 2451970.0000000  305.220 37.850 1000.370
 6052 2451970.2500000  307.960 37.930 998.100
 6052 2451970.5000000  309.650 37.550 997.000
 6052 2451970.7500000  312.310 37.880 992.960
 6052 2451971.0000000  316.100 39.280 990.130
 6052 2451971.2500000  318.500 40.880 985.900
 6052 2451971.5000000  319.570 42.160 984.270
 6052 2451971.7500000  320.530 42.600 982.880
 6052 2451972.0000000  321.820 42.640 984.230
 6052 2451972.2500000  322.620 42.700 983.970
 6052 2451972.5000000  322.480 42.920 982.260
 6052 2451972.7500000  322.100 42.890 978.380
 6052 2451973.0000000  322.140 42.420 975.820
 6052 2451973.2500000  322.940 41.920 971.700
 6052 2451973.5000000  324.000 41.520 970.080
 6052 2451973.7500000  324.880 40.760 967.780
 6052 2451974.0000000  326.450 39.710 970.720
 6052 2451974.2500000  329.430 39.380 972.580
 6052 2451974.5000000  333.340 40.000 976.610
 6052 2451974.7500000  337.780 40.120 979.430
