23890 2452163.0000000  275.510 26.630 1015.150
23890 2452163.2500000  277.100 27.130 1015.640
23890 2452163.5000000  276.550 26.500 1014.430
23890 2452163.7500000  275.710 26.310 1014.200
23890 2452164.0000000  275.430 25.970 1013.320
23890 2452164.2500000  275.360 26.060 1013.270
23890 2452164.5000000  274.300 25.540 1010.900
23890 2452164.7500000  274.290 25.680 1010.900
23890 2452165.0000000  273.650 25.580 1009.840
23890 2452165.2500000  273.690 25.490 1010.310
23890 2452165.5000000  273.560 25.050 1007.770
23890 2452165.7500000  274.120 24.600 1007.360
23890 2452166.0000000  274.260 25.020 1005.660
23890 2452166.2500000  274.830 24.940 1005.080
23890 2452166.5000000  275.310 25.060 1003.540
23890 2452166.7500000  276.320 25.410 1003.140
23890 2452167.0000000  277.280 26.570 1002.410
23890 2452167.2500000  278.590 28.010 1002.270
23890 2452167.5000000  279.230 28.420 1001.670
23890 2452167.7500000  279.460 28.650 1002.120
23890 2452168.0000000  280.260 28.770 1002.880
23890 2452168.2500000  281.580 29.500 1003.780
23890 2452168.5000000  282.770 30.070 1002.510
23890 2452168.7500000  283.810 30.500 1001.420
23890 2452169.0000000  285.390 31.210 1001.820
23890 2452169.2500000  287.370 32.180 1002.050
23890 2452169.5000000  289.080 32.870 999.640
23890 2452169.7500000  292.230 33.960 997.430
23890 2452170.0000000  293.420 35.230 998.400
23890 2452170.2500000  295.470 35.730 997.830
23890 2452170.5000000  297.190 36.510 997.460
23890 2452170.7500000  298.560 37.380 994.200
23890 2452171.0000000  300.060 38.900 992.890
23890 2452171.2500000  301.370 40.370 988.570
23890 2452171.5000000  302.990 42.010 991.260
23890 2452171.7500000  305.070 43.140 989.810
23890 2452172.0000000  307.660 45.290 992.800
23890 2452172.2500000  310.820 46.920 993.470
23890 2452172.5000000  314.730 50.130 994.410
23890 2452172.7500000  317.460 52.060 990.300
23890 2452173.0000000  319.360 53.820 988.340
23890 2452173.2500000  321.370 54.600 987.080
23890 2452173.5000000  323.750 55.080 993.310
23890 2452173.7500000  326.110 55.880 991.300
23890 2452174.0000000  327.850 57.210 991.440
23890 2452174.2500000  328.880 58.730 988.680
23890 2452174.5000000  328.330 60.350 986.660
23890 2452174.7500000  326.430 61.070 985.620
23890 2452175.0000000  325.240 60.570 990.220
23890 2452175.2500000  325.330 58.820 994.980
23890 2452175.5000000  327.830 56.860 998.830
23890 2452175.7500000  329.940 56.170 998.750
23890 2452176.0000000  331.400 56.090 1000.290
23890 2452176.2500000  332.290 55.600 999.930
23890 2452176.5000000  332.810 54.600 1000.370
23890 2452176.7500000  333.340 53.750 999.050
23890 2452177.0000000  334.510 53.220 1001.120
23890 2452177.2500000  335.280 53.150 1002.820
23890 2452177.5000000  335.330 53.040 1003.510
23890 2452177.7500000  335.000 52.770 1002.970
23890 2452178.0000000  334.250 52.670 1002.320
23890 2452178.2500000  333.420 52.310 999.350
23890 2452178.5000000  333.220 51.470 997.620
23890 2452178.7500000  334.270 51.260 994.110
23890 2452179.0000000  335.630 51.980 990.350
23890 2452179.2500000  335.080 52.400 986.940
23890 2452179.5000000  335.440 52.290 985.750
23890 2452179.7500000  334.800 52.360 983.460
23890 2452180.0000000  334.560 52.480 982.680
23890 2452180.2500000  334.710 52.460 982.200
23890 2452180.5000000  335.370 52.300 983.160
23890 2452180.7500000  335.940 52.620 981.250
23890 2452181.0000000  337.330 52.600 982.390
23890 2452181.2500000  339.420 53.470 983.910
23890 2452181.5000000  341.140 54.400 986.240
23890 2452181.7500000  342.170 55.800 986.600
