14863 2452090.5000000  322.270 51.450 996.720
14863 2452090.7500000  324.960 54.570 995.640
14863 2452091.0000000  323.870 55.920 996.220
14863 2452091.2500000  325.620 57.190 996.400
14863 2452091.5000000  325.310 57.900 996.440
14863 2452091.7500000  324.920 58.500 994.870
14863 2452092.0000000  324.830 58.950 994.970
14863 2452092.2500000  326.110 59.970 995.360
14863 2452092.5000000  326.680 60.480 996.400
14863 2452092.7500000  328.340 60.800 996.940
14863 2452093.0000000  330.470 61.470 998.740
14863 2452093.2500000  332.630 62.050 1000.540
14863 2452093.5000000  335.090 62.710 1003.710
14863 2452093.7500000  336.800 63.580 1006.500
