 8203 2451999.5000000  281.490 36.760 1007.790
 8203 2451999.7500000  279.960 36.110 1008.480
 8203 2452000.0000000  280.980 35.880 1008.810
 8203 2452000.2500000  280.620 35.750 1007.920
 8203 2452000.5000000  281.430 35.300 1006.800
 8203 2452000.7500000  286.980 36.030 1006.150
 8203 2452001.0000000  289.680 37.330 1004.320
 8203 2452001.2500000  292.850 38.120 1001.930
 8203 2452001.5000000  294.160 38.230 1001.520
 8203 2452001.7500000  292.200 36.740 997.160
 8203 2452002.0000000  295.680 38.290 994.050
 8203 2452002.2500000  299.350 40.450 989.070
 8203 2452002.5000000  301.620 42.470 985.780
 8203 2452002.7500000  303.380 43.870 983.650
 8203 2452003.0000000  304.480 44.810 984.720
 8203 2452003.2500000  305.380 45.230 985.840
 8203 2452003.5000000  306.590 45.240 988.280
 8203 2452003.7500000  308.630 45.460 990.340
 8203 2452004.0000000  311.270 45.840 994.150
 8203 2452004.2500000  315.130 47.230 995.690
 8203 2452004.5000000  321.360 50.290 994.140
 8203 2452004.7500000  324.150 50.680 992.160
 8203 2452005.0000000  328.150 51.820 990.720
 8203 2452005.2500000  332.510 53.500 987.480
 8203 2452005.5000000  336.290 54.530 985.850
 8203 2452005.7500000  340.200 55.010 984.820
 8203 2452006.0000000  344.330 54.870 985.770
 8203 2452006.2500000  348.750 54.810 987.830
 8203 2452006.5000000  356.340 54.800 991.130
 8203 2452006.7500000  359.920 55.030 992.210
