 9792 2452022.5000000  260.990 39.680 999.200
 9792 2452022.7500000  264.440 42.430 1001.020
 9792 2452023.0000000  266.880 44.210 999.690
 9792 2452023.2500000  270.770 45.890 998.690
 9792 2452023.5000000  275.090 47.290 996.770
 9792 2452023.7500000  281.890 49.590 993.320
 9792 2452024.0000000  288.750 52.670 988.550
 9792 2452024.2500000  294.480 54.870 984.930
 9792 2452024.5000000  300.010 56.530 984.690
 9792 2452024.7500000  302.590 59.390 980.440
 9792 2452025.0000000  302.690 61.580 974.820
 9792 2452025.2500000  301.880 62.970 971.460
 9792 2452025.5000000  301.830 63.280 973.480
 9792 2452025.7500000  302.960 63.100 978.170
 9792 2452026.0000000  303.960 63.040 984.090
 9792 2452026.2500000  305.380 63.250 990.460
 9792 2452026.5000000  308.470 62.970 995.900
