 9719 2452020.0000000  296.930 55.880 1009.370
 9719 2452020.2500000  299.800 54.210 1009.650
 9719 2452020.5000000  303.380 53.860 1011.750
 9719 2452020.7500000  306.490 53.720 1011.060
 9719 2452021.0000000  309.850 53.460 1011.050
 9719 2452021.2500000  314.150 52.940 1008.940
 9719 2452021.5000000  318.210 52.630 1006.650
 9719 2452021.7500000  322.000 52.470 1001.960
 9719 2452022.0000000  325.200 52.150 999.400
 9719 2452022.2500000  327.800 51.920 995.430
 9719 2452022.5000000  330.170 51.310 994.180
 9719 2452022.7500000  332.440 50.580 991.600
 9719 2452023.0000000  334.950 49.980 991.760
 9719 2452023.2500000  338.480 50.440 991.760
 9719 2452023.5000000  340.020 49.710 992.870
 9719 2452023.7500000  342.070 48.520 993.370
 9719 2452024.0000000  345.640 48.370 995.770
 9719 2452024.2500000  349.140 48.950 996.550
 9719 2452024.5000000  352.100 50.090 997.870
