 5231 2451958.2500000  302.830 59.710 996.920
 5231 2451958.5000000  303.220 60.710 995.640
 5231 2451958.7500000  302.640 61.770 993.540
 5231 2451959.0000000  301.880 62.650 991.980
 5231 2451959.2500000  300.420 63.480 988.670
 5231 2451959.5000000  299.760 63.800 985.040
 5231 2451959.7500000  307.540 65.490 973.610
 5231 2451960.0000000  307.370 68.780 974.370
 5231 2451960.2500000  300.820 75.400 980.590
 5231 2451960.5000000  297.570 77.340 988.160
 5231 2451960.7500000  310.270 80.250 998.830
