16661 2452115.5000000  295.830 50.190 993.830
16661 2452115.7500000  301.450 50.860 990.700
16661 2452116.0000000  306.070 50.790 988.210
16661 2452116.2500000  310.900 52.630 987.250
16661 2452116.5000000  313.890 54.080 986.830
16661 2452116.7500000  313.360 56.220 985.150
16661 2452117.0000000  311.640 57.780 985.970
16661 2452117.2500000  318.050 58.140 990.300
16661 2452117.5000000  321.330 59.530 989.060
16661 2452117.7500000  321.480 60.440 986.070
16661 2452118.0000000  321.780 61.090 984.980
16661 2452118.2500000  322.360 61.400 984.880
16661 2452118.5000000  324.100 61.760 988.190
16661 2452118.7500000  326.190 62.550 989.810
16661 2452119.0000000  326.360 62.970 990.280
16661 2452119.2500000  326.310 62.860 991.680
16661 2452119.5000000  327.330 62.740 994.600
16661 2452119.7500000  329.790 62.830 997.000
16661 2452120.0000000  333.620 62.940 999.590
