13919 2452077.0000000  312.600 42.790 1006.660
13919 2452077.2500000  317.660 43.380 1003.680
13919 2452077.5000000  322.260 45.830 1001.850
13919 2452077.7500000  324.950 47.560 998.160
13919 2452078.0000000  328.040 51.090 995.660
13919 2452078.2500000  328.360 53.070 992.870
13919 2452078.5000000  329.170 54.650 991.930
13919 2452078.7500000  329.030 54.930 990.380
13919 2452079.0000000  330.340 54.580 992.120
13919 2452079.2500000  333.160 55.560 992.830
13919 2452079.5000000  336.700 57.580 994.590
