17528 2452090.5000000  270.130 49.850 1008.110
17528 2452090.7500000  269.700 50.870 1008.820
17528 2452091.0000000  271.710 50.290 1007.910
17528 2452091.2500000  274.810 49.360 1007.520
17528 2452091.5000000  280.110 48.290 1005.570
17528 2452091.7500000  283.220 48.790 1003.150
17528 2452092.0000000  284.100 49.320 999.410
17528 2452092.2500000  286.930 49.610 995.970
17528 2452092.5000000  289.160 49.360 994.250
17528 2452092.7500000  291.670 49.760 992.250
17528 2452093.0000000  294.870 50.620 991.020
17528 2452093.2500000  298.480 53.030 989.370
17528 2452093.5000000  301.650 55.410 990.180
17528 2452093.7500000  301.950 57.750 984.720
17528 2452094.0000000  301.100 59.050 984.330
17528 2452094.2500000  301.130 59.610 983.490
17528 2452094.5000000  302.230 59.990 988.150
17528 2452094.7500000  302.650 60.450 990.920
17528 2452095.0000000  303.880 60.840 993.770
17528 2452095.2500000  304.700 61.110 997.760
17528 2452095.5000000  305.850 61.180 1001.770
17528 2452095.7500000  307.220 61.310 1003.920
17528 2452096.0000000  309.080 61.110 1005.980
