 2217 2451912.0000000  260.970 52.080 1021.890
 2217 2451912.2500000  267.940 51.300 1021.220
 2217 2451912.5000000  270.660 49.920 1018.600
 2217 2451912.7500000  273.000 48.870 1014.020
 2217 2451913.0000000  274.890 48.500 1011.320
 2217 2451913.2500000  278.590 48.240 1008.460
 2217 2451913.5000000  282.930 48.800 1008.120
 2217 2451913.7500000  286.470 49.930 1004.930
 2217 2451914.0000000  289.000 50.330 1004.590
 2217 2451914.2500000  291.330 50.170 1004.340
 2217 2451914.5000000  293.550 49.870 1005.470
 2217 2451914.7500000  296.770 48.480 1003.770
 2217 2451915.0000000  299.280 48.810 1001.810
 2217 2451915.2500000  304.570 49.410 999.650
 2217 2451915.5000000  307.190 50.900 998.610
 2217 2451915.7500000  310.120 52.080 997.690
 2217 2451916.0000000  314.230 53.600 997.330
 2217 2451916.2500000  317.400 54.910 996.090
 2217 2451916.5000000  320.350 55.460 997.740
 2217 2451916.7500000  323.620 55.900 1000.250
 2217 2451917.0000000  327.510 56.130 1002.820
 2217 2451917.2500000  331.170 56.290 1003.970
 2217 2451917.5000000  334.920 56.030 1005.460
 2217 2451917.7500000  338.280 55.640 1004.870
 2217 2451918.0000000  340.690 55.210 1005.090
 2217 2451918.2500000  342.090 54.600 1003.940
 2217 2451918.5000000  342.580 53.760 1003.400
 2217 2451918.7500000  342.250 52.690 1001.580
 2217 2451919.0000000  340.980 51.470 1002.200
 2217 2451919.2500000  339.100 49.810 1001.960
