 5671 2451965.5000000  263.950 39.650 994.910
 5671 2451965.7500000  267.860 43.460 991.160
 5671 2451966.0000000  271.570 45.960 986.270
 5671 2451966.2500000  276.220 47.740 986.060
 5671 2451966.5000000  280.750 49.270 988.950
 5671 2451966.7500000  283.950 51.190 994.120
 5671 2451967.0000000  286.480 53.070 999.300
 5671 2451967.2500000  288.650 55.150 1002.540
 5671 2451967.5000000  291.090 56.600 1005.240
 5671 2451967.7500000  293.210 58.290 1006.410
 5671 2451968.0000000  295.000 59.190 1007.870
