20756 2452172.5000000  337.320 38.700 1013.940
20756 2452172.7500000  339.390 39.030 1011.370
20756 2452173.0000000  341.470 39.390 1010.230
20756 2452173.2500000  343.390 39.030 1007.030
20756 2452173.5000000  345.400 39.440 1005.580
20756 2452173.7500000  346.770 40.070 1002.550
20756 2452174.0000000  347.210 40.850 1002.980
20756 2452174.2500000  347.350 41.100 1002.530
20756 2452174.5000000  347.590 40.730 1003.280
20756 2452174.7500000  348.310 39.630 1003.300
20756 2452175.0000000  349.660 39.150 1004.560
20756 2452175.2500000  356.690 42.800 1003.500
20756 2452175.5000000  358.240 43.700 1003.010
