 7435 2451969.7500000  301.190 37.310 1001.950
 7435 2451970.0000000  304.870 37.480 999.430
 7435 2451970.2500000  307.670 37.930 997.170
 7435 2451970.5000000  306.470 36.530 995.500
 7435 2451970.7500000  310.630 37.260 993.890
 7435 2451971.0000000  315.680 39.130 991.110
 7435 2451971.2500000  318.560 41.080 987.120
 7435 2451971.5000000  319.870 42.660 985.250
 7435 2451971.7500000  320.460 42.830 983.050
 7435 2451972.0000000  321.090 42.950 984.470
 7435 2451972.2500000  320.980 43.330 984.170
 7435 2451972.5000000  319.730 43.460 983.790
 7435 2451972.7500000  320.310 42.880 979.410
 7435 2451973.0000000  321.370 42.240 975.960
 7435 2451973.2500000  323.180 41.920 971.840
 7435 2451973.5000000  323.990 41.630 970.050
 7435 2451973.7500000  325.140 40.970 968.040
 7435 2451974.0000000  326.650 39.980 970.390
 7435 2451974.2500000  329.950 40.680 972.580
 7435 2451974.5000000  333.560 39.930 975.320
 7435 2451974.7500000  339.260 45.140 971.440
 7435 2451975.0000000  341.510 48.420 965.270
 7435 2451975.2500000  342.070 51.730 959.710
 7435 2451975.5000000  340.510 54.450 960.340
 7435 2451975.7500000  337.470 55.510 959.480
 7435 2451976.0000000  336.510 55.860 962.800
 7435 2451976.2500000  337.120 57.440 964.980
 7435 2451976.5000000  338.350 56.550 970.200
 7435 2451976.7500000  339.220 57.550 971.200
 7435 2451977.0000000  340.040 58.290 972.590
 7435 2451977.2500000  341.500 59.070 974.500
 7435 2451977.5000000  338.780 60.240 976.670
 7435 2451977.7500000  340.140 60.670 976.040
 7435 2451978.0000000  340.380 61.270 977.220
 7435 2451978.2500000  339.150 61.570 977.750
