14661 2452089.2500000  262.290 49.860 1011.060
14661 2452089.5000000  265.890 51.020 1009.000
14661 2452089.7500000  269.670 51.680 1006.840
14661 2452090.0000000  274.310 51.870 1004.490
14661 2452090.2500000  279.620 51.640 1001.800
14661 2452090.5000000  285.110 51.320 999.960
14661 2452090.7500000  289.500 51.050 999.240
14661 2452091.0000000  294.100 49.700 1000.510
14661 2452091.2500000  298.880 49.960 1000.580
14661 2452091.5000000  302.550 49.780 1002.000
14661 2452091.7500000  306.290 49.200 1003.140
14661 2452092.0000000  310.240 48.980 1005.700
14661 2452092.2500000  314.800 49.160 1007.490
14661 2452092.5000000  319.360 49.620 1009.880
14661 2452092.7500000  324.120 50.280 1011.470
14661 2452093.0000000  329.470 52.040 1013.320
14661 2452093.2500000  334.560 53.330 1012.680
14661 2452093.5000000  338.810 53.300 1012.740
14661 2452093.7500000  342.790 53.100 1011.200
14661 2452094.0000000  345.940 52.480 1011.450
14661 2452094.2500000  348.650 51.280 1010.990
14661 2452094.5000000  350.650 49.170 1010.430
14661 2452094.7500000  351.480 47.160 1009.340
14661 2452095.0000000  358.580 40.320 1006.590
14661 2452095.2500000  358.750 38.770 1004.390
14661 2452096.2500000  359.530 38.750 1006.200
