18299 2452139.2500000  265.180 74.710 996.380
18299 2452139.5000000  270.160 76.490 994.490
18299 2452139.7500000  274.190 77.470 993.150
18299 2452140.0000000  281.700 76.890 991.910
18299 2452140.2500000  281.960 77.480 990.790
18299 2452140.5000000  278.990 77.720 991.060
18299 2452140.7500000  275.950 77.110 993.020
18299 2452141.0000000  278.240 75.400 994.790
18299 2452141.2500000  281.990 74.810 995.280
18299 2452141.5000000  283.470 73.700 996.490
18299 2452141.7500000  284.090 73.230 997.100
18299 2452142.0000000  281.440 72.150 999.840
18299 2452142.2500000  279.090 71.100 1001.330
18299 2452142.5000000  279.800 70.190 1003.610
18299 2452142.7500000  282.160 69.260 1005.320
18299 2452143.0000000  283.670 68.430 1005.750
